Orthogroup	Branchiostoma_floridae	Capitella_teleta	Crassostrea_ariakensis	Crassostrea_gigas	Cyclina_sinensis	Drosophila_melanogaster	Homo_sapiens	Mytilus_coruscus	Nautilus_pompilius	Nematostella_vectensis	Patinopecten_yessoensis	Pomacea_canaliculata	Sinonovacula_constricta	Sinonovacula_rivularis	Tegillarca_granosa	Total
OG0007515	2	1	0	1	2	0	1	1	1	1	1	1	1	1	1	15
OG0007516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007518	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	15
OG0007519	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	15
OG0007520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007521	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0007522	1	1	1	1	1	0	0	2	1	1	1	1	1	1	2	15
OG0007523	1	2	2	0	1	0	1	1	1	1	1	1	1	1	1	15
OG0007524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007525	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	15
OG0007526	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	15
OG0007527	1	1	1	1	1	1	1	0	1	1	1	1	1	0	3	15
OG0007528	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	15
OG0007529	1	2	1	1	2	1	1	1	0	1	1	1	1	0	1	15
OG0007530	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	15
OG0007531	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	15
OG0007532	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	15
OG0007533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007536	0	1	1	1	2	0	3	1	2	0	1	1	1	1	0	15
OG0007537	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	15
OG0007538	0	4	0	0	0	0	1	0	0	0	0	10	0	0	0	15
OG0007539	0	12	0	0	0	0	0	1	0	0	0	0	2	0	0	15
OG0007540	0	1	1	1	1	0	2	1	2	0	1	1	1	1	2	15
OG0007541	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	15
OG0007542	0	1	1	1	1	2	1	1	1	1	1	1	1	0	2	15
OG0007543	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	15
OG0007544	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0007545	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	15
OG0007546	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	15
OG0007547	0	2	1	1	2	0	1	1	1	1	1	1	1	1	1	15
OG0007548	0	1	1	1	1	2	0	1	1	1	2	1	1	1	1	15
OG0007549	0	1	1	0	1	1	2	1	1	1	1	1	1	1	2	15
OG0007550	0	2	2	5	0	0	0	6	0	0	0	0	0	0	0	15
OG0007551	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007552	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15
OG0007553	0	3	1	1	2	0	0	1	0	0	4	0	1	1	1	15
OG0007554	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15
OG0007555	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	15
OG0007556	0	1	1	1	1	1	0	1	1	1	1	1	3	1	1	15
OG0007557	0	2	1	1	1	0	0	2	1	1	1	1	2	1	1	15
OG0007558	0	1	1	1	1	0	1	3	0	1	2	1	0	2	1	15
OG0007559	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	15
OG0007560	0	2	2	1	2	0	0	1	0	0	1	0	4	2	0	15
OG0007561	0	1	1	1	1	0	2	1	1	1	1	1	1	1	2	15
OG0007562	0	2	1	1	1	0	0	2	1	0	1	1	2	1	2	15
OG0007563	0	1	1	1	1	0	2	1	1	1	1	1	1	1	2	15
OG0007564	0	1	1	1	2	1	2	0	1	1	2	0	1	1	1	15
OG0007565	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007566	0	7	1	1	1	0	0	1	0	0	2	0	1	0	1	15
OG0007567	0	1	1	1	1	0	4	1	1	1	1	1	1	0	1	15
OG0007568	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15
OG0007569	0	1	1	1	1	1	1	2	1	1	2	1	1	0	1	15
OG0007570	0	1	1	1	1	2	1	1	1	0	1	1	2	1	1	15
OG0007571	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	15
OG0007572	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	15
OG0007573	0	2	1	0	2	0	2	2	0	0	1	2	2	1	0	15
OG0007574	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	15
OG0007575	0	1	1	2	5	0	0	1	1	0	1	1	1	1	0	15
OG0007576	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15
OG0007577	0	2	0	0	0	0	3	0	0	10	0	0	0	0	0	15
OG0007578	0	1	2	1	1	0	0	2	1	0	3	0	1	1	2	15
OG0007579	0	2	1	1	1	1	0	3	1	0	1	1	1	1	1	15
OG0007580	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15
OG0007581	0	1	1	1	1	0	4	1	1	0	1	1	1	1	1	15
OG0007582	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	15
OG0007583	0	1	2	1	3	0	2	1	1	1	1	1	1	0	0	15
OG0007584	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	15
OG0007585	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	15
OG0007586	0	1	1	1	1	0	3	1	1	1	1	1	1	1	1	15
OG0007587	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	15
OG0007588	0	1	1	2	3	0	0	1	0	0	2	2	2	1	0	15
OG0007589	0	1	4	1	1	0	1	1	1	1	1	1	1	1	0	15
OG0007590	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	15
OG0007591	0	0	3	9	0	0	0	0	0	0	0	3	0	0	0	15
OG0007592	0	0	5	1	5	0	0	4	0	0	0	0	0	0	0	15
OG0007593	0	0	10	4	0	0	0	1	0	0	0	0	0	0	0	15
OG0007594	0	0	6	1	0	0	0	7	0	0	0	0	0	0	1	15
OG0007595	0	0	1	12	0	0	0	1	0	0	1	0	0	0	0	15
OG0007596	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15
OG0007597	0	0	3	3	3	0	0	0	0	0	0	0	2	1	3	15
OG0007598	0	0	4	2	0	0	0	2	0	0	2	1	2	2	0	15
OG0007599	0	0	2	1	2	0	3	2	1	0	1	1	1	0	1	15
OG0007600	0	0	3	2	3	0	0	1	0	0	2	2	2	0	0	15
OG0007601	0	0	2	1	4	0	0	1	0	0	2	0	3	2	0	15
OG0007602	0	0	4	0	0	0	0	3	0	0	1	0	0	0	7	15
OG0007603	0	0	10	3	0	0	0	1	0	0	1	0	0	0	0	15
OG0007604	0	0	1	2	6	0	0	0	0	0	3	2	0	0	1	15
OG0007605	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	15
OG0007606	0	0	6	2	1	0	0	2	0	0	0	0	1	1	2	15
OG0007607	0	0	3	2	2	0	0	2	0	0	2	1	2	1	0	15
OG0007608	0	0	2	1	2	0	3	1	1	0	1	1	1	1	1	15
OG0007609	0	0	2	2	1	0	0	2	1	0	2	2	1	1	1	15
OG0007610	0	0	1	1	2	0	0	2	0	0	1	2	1	2	3	15
OG0007611	0	0	1	1	1	0	4	1	1	0	1	1	1	1	2	15
OG0007612	0	0	1	1	1	0	2	1	1	2	2	1	1	1	1	15
OG0007613	0	0	1	1	2	0	0	6	1	0	2	0	1	0	1	15
OG0007614	0	0	4	3	1	0	0	0	0	0	6	0	1	0	0	15
OG0007615	0	0	1	1	2	1	1	1	1	1	2	1	1	1	1	15
OG0007616	0	0	2	2	0	0	0	5	0	0	3	0	0	0	3	15
OG0007617	0	0	1	1	1	1	1	1	1	1	2	1	2	1	1	15
OG0007618	0	0	4	4	0	0	0	0	0	0	7	0	0	0	0	15
OG0007619	0	0	7	5	0	0	0	2	0	0	0	0	0	0	1	15
OG0007620	0	0	0	0	6	0	0	0	0	0	0	0	6	3	0	15
OG0007621	0	0	0	0	3	0	0	0	0	0	1	0	5	6	0	15
OG0007622	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15
OG0007623	0	0	0	0	3	0	0	0	0	0	0	0	2	10	0	15
OG0007624	0	0	0	0	1	0	0	0	0	0	0	0	2	12	0	15
OG0007625	0	0	0	0	1	0	0	1	0	0	9	2	1	1	0	15
OG0007626	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15
OG0007627	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15
OG0007628	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15
OG0007629	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15
OG0007630	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15
OG0007631	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	15
OG0007632	0	0	0	0	0	0	0	7	0	0	0	0	0	0	8	15
OG0007633	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	15
OG0007634	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	15
OG0007635	0	0	0	0	0	0	0	3	0	0	0	6	4	2	0	15
OG0007636	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15
OG0007637	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15
OG0007638	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	15
OG0007639	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	15
OG0007640	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	15
OG0007641	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15
OG0007642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007643	0	0	1	0	1	0	7	0	0	0	0	0	1	1	3	14
OG0007644	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	14
OG0007645	3	3	0	0	0	0	0	2	1	1	1	1	2	0	0	14
OG0007646	4	0	1	0	0	4	0	1	0	0	1	1	1	0	1	14
OG0007647	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	14
OG0007648	0	1	2	1	1	1	2	1	1	0	1	1	1	1	0	14
OG0007649	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	14
OG0007650	0	0	0	0	2	0	0	2	0	0	0	0	3	3	4	14
OG0007651	3	4	0	1	0	2	0	0	0	0	1	1	1	1	0	14
OG0007652	0	0	2	3	1	1	0	0	0	0	2	2	2	1	0	14
OG0007653	2	1	1	1	1	1	2	1	1	0	1	1	1	0	0	14
OG0007654	1	1	1	1	1	1	0	1	1	1	1	2	1	1	0	14
OG0007655	0	1	2	2	2	1	1	1	0	0	1	2	0	0	1	14
OG0007656	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	14
OG0007657	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	14
OG0007658	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	14
OG0007659	1	1	2	1	1	0	2	0	1	1	1	0	1	1	1	14
OG0007660	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007661	1	2	1	2	1	0	0	1	1	0	1	4	0	0	0	14
OG0007662	0	1	1	1	1	1	0	2	1	0	1	1	1	2	1	14
OG0007663	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007664	0	2	1	1	1	2	0	1	1	0	1	1	1	1	1	14
OG0007665	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007666	1	1	0	1	2	1	3	1	1	0	1	1	1	0	0	14
OG0007667	1	0	1	1	0	4	1	0	0	1	1	1	1	1	1	14
OG0007668	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	14
OG0007669	1	0	1	1	1	1	1	1	1	1	1	2	1	0	1	14
OG0007670	1	1	0	1	1	0	2	1	1	1	1	1	1	1	1	14
OG0007671	0	0	1	1	1	1	0	1	2	0	0	1	1	4	1	14
OG0007672	1	1	1	1	1	0	2	1	1	0	1	1	1	1	1	14
OG0007673	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007674	0	1	1	1	1	1	1	1	1	1	1	1	0	1	2	14
OG0007675	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007676	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2	14
OG0007677	1	1	2	1	0	0	2	1	0	1	1	1	1	1	1	14
OG0007678	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	14
OG0007679	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007680	0	1	1	1	1	0	4	1	1	0	1	1	1	1	0	14
OG0007681	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007682	1	1	1	1	1	1	0	1	1	0	1	1	1	1	2	14
OG0007683	1	1	1	1	1	1	2	1	1	0	1	1	1	0	1	14
OG0007684	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	14
OG0007685	1	2	0	0	1	0	3	1	1	0	1	1	1	1	1	14
OG0007686	1	1	2	1	0	1	1	1	1	1	1	1	1	1	0	14
OG0007687	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	14
OG0007688	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007689	1	1	0	1	1	1	1	1	2	1	1	1	0	1	1	14
OG0007690	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	14
OG0007691	1	1	1	1	1	1	2	0	1	1	1	1	1	0	1	14
OG0007692	1	1	1	1	2	2	1	0	0	1	1	1	1	1	0	14
OG0007693	1	1	1	1	2	1	1	1	1	0	1	0	1	1	1	14
OG0007694	1	1	0	1	1	1	2	1	0	1	1	1	1	1	1	14
OG0007695	1	1	0	1	1	1	1	0	1	1	1	1	1	1	2	14
OG0007696	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007697	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007698	1	1	0	1	1	1	0	1	1	1	1	1	1	1	2	14
OG0007699	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	14
OG0007700	1	1	1	1	1	1	2	1	1	0	1	1	1	1	0	14
OG0007701	1	0	1	1	1	1	3	1	0	0	1	1	1	1	1	14
OG0007702	1	1	1	1	1	1	2	1	0	0	1	1	1	1	1	14
OG0007703	1	1	0	1	1	1	1	1	0	1	2	1	1	1	1	14
OG0007704	2	1	0	1	1	1	2	0	1	2	1	1	1	0	0	14
OG0007705	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0007706	1	1	1	1	1	0	1	2	1	1	1	1	1	0	1	14
OG0007707	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	14
OG0007708	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007709	2	1	1	0	2	1	1	1	2	0	1	1	1	0	0	14
OG0007710	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007711	1	0	1	1	1	1	2	1	1	0	1	1	1	1	1	14
OG0007712	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007713	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0007714	0	2	1	1	2	1	0	1	1	0	1	1	1	1	1	14
OG0007715	1	1	1	1	1	2	1	1	0	1	1	1	1	0	1	14
OG0007716	2	1	0	1	2	2	1	0	1	0	1	0	1	1	1	14
OG0007717	0	0	1	1	1	1	0	2	1	0	1	1	1	1	3	14
OG0007718	0	2	1	1	1	1	0	1	1	0	1	1	1	2	1	14
OG0007719	0	4	1	1	1	1	0	0	1	1	1	0	2	0	1	14
OG0007720	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	14
OG0007721	1	1	1	1	2	1	1	1	1	0	1	1	1	0	1	14
OG0007722	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	14
OG0007723	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007724	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007725	0	1	1	1	1	1	0	1	1	1	2	1	1	1	1	14
OG0007726	1	1	1	1	1	1	1	1	2	1	0	0	1	1	1	14
OG0007727	0	1	2	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007728	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007729	2	1	1	1	1	1	1	0	1	1	0	1	1	1	1	14
OG0007730	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	14
OG0007731	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	14
OG0007732	1	1	1	1	1	1	1	2	1	1	1	1	0	0	1	14
OG0007733	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007734	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007735	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	14
OG0007736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007737	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007738	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	14
OG0007739	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	14
OG0007740	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007741	1	1	1	1	1	1	0	1	1	1	1	1	1	2	0	14
OG0007742	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007743	1	1	0	0	1	1	2	1	1	1	1	1	1	1	1	14
OG0007744	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	14
OG0007745	0	1	0	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0007746	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	14
OG0007747	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	14
OG0007748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007749	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007750	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007751	1	1	1	1	1	2	0	1	1	1	1	1	0	1	1	14
OG0007752	1	1	0	1	1	1	2	1	1	1	1	1	1	1	0	14
OG0007753	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007754	1	1	2	1	1	1	1	0	0	1	1	1	1	1	1	14
OG0007755	1	1	1	0	1	1	1	1	1	1	1	1	1	0	2	14
OG0007756	1	1	0	1	1	1	1	2	1	1	1	1	1	1	0	14
OG0007757	1	2	0	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007758	1	0	1	1	3	1	1	2	1	0	1	1	1	0	0	14
OG0007759	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007760	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007761	1	1	0	1	1	1	2	1	1	1	1	1	1	1	0	14
OG0007762	1	1	0	1	1	1	1	0	1	1	1	1	1	1	2	14
OG0007763	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	14
OG0007764	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	14
OG0007765	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007766	1	1	0	1	1	1	1	1	0	1	1	1	1	1	2	14
OG0007767	1	1	0	1	1	1	1	0	1	1	1	1	1	2	1	14
OG0007768	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007769	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007770	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007771	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	14
OG0007772	0	1	1	1	0	1	1	1	1	1	1	1	1	1	2	14
OG0007773	0	1	0	1	2	1	0	1	0	1	1	1	2	2	1	14
OG0007774	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	14
OG0007775	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007776	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007777	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	14
OG0007778	1	0	0	1	1	1	1	0	1	1	1	1	2	1	2	14
OG0007779	2	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007780	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007781	1	1	1	0	1	1	2	0	1	1	1	1	1	1	1	14
OG0007782	1	3	1	1	1	2	0	0	1	1	1	0	1	1	0	14
OG0007783	1	1	0	1	1	1	2	1	1	1	1	1	1	1	0	14
OG0007784	1	0	1	2	0	1	3	1	1	1	1	1	0	0	1	14
OG0007785	1	1	1	1	0	1	1	1	1	2	0	1	1	0	2	14
OG0007786	1	1	1	1	2	1	0	1	0	0	1	2	1	1	1	14
OG0007787	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007788	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	14
OG0007789	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	14
OG0007790	1	1	1	1	1	3	1	1	1	0	0	1	0	1	1	14
OG0007791	0	2	0	1	1	0	2	1	1	0	1	2	1	1	1	14
OG0007792	1	1	1	1	1	0	1	1	2	0	1	1	1	1	1	14
OG0007793	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	14
OG0007794	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	14
OG0007795	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0007796	1	1	1	1	1	0	1	1	1	0	1	1	1	1	2	14
OG0007797	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007798	2	0	1	2	1	0	0	1	0	3	0	1	1	1	1	14
OG0007799	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007800	1	1	1	1	1	2	1	1	0	1	1	1	1	0	1	14
OG0007801	1	0	0	0	0	0	0	12	0	0	1	0	0	0	0	14
OG0007802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007803	3	1	1	1	1	0	2	1	1	1	1	1	0	0	0	14
OG0007804	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2	14
OG0007805	1	1	1	1	1	0	2	1	1	0	1	1	1	1	1	14
OG0007806	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007807	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007808	1	1	1	1	2	0	0	1	1	0	1	1	1	1	2	14
OG0007809	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007810	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007811	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007812	1	1	1	1	1	1	2	1	1	0	1	1	0	1	1	14
OG0007813	1	1	1	1	1	1	1	0	0	1	1	1	2	1	1	14
OG0007814	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	14
OG0007815	1	1	1	1	1	1	1	0	2	1	1	1	1	0	1	14
OG0007816	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	14
OG0007817	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007818	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007819	1	1	1	1	1	0	0	2	2	1	1	1	1	1	0	14
OG0007820	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007821	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007823	1	1	1	1	1	0	4	0	1	0	1	1	1	1	0	14
OG0007824	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007826	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	14
OG0007827	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0	14
OG0007828	1	0	1	1	1	0	1	1	2	1	1	1	1	1	1	14
OG0007829	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	14
OG0007830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007831	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007833	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	14
OG0007834	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007835	1	0	1	1	1	1	2	1	1	1	1	0	1	1	1	14
OG0007836	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007837	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007839	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007840	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007841	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007842	1	1	1	1	1	1	2	1	1	1	1	1	1	0	0	14
OG0007843	1	1	1	1	1	0	1	0	2	1	1	1	1	1	1	14
OG0007844	1	1	0	1	1	1	1	1	2	1	1	1	1	1	0	14
OG0007845	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	14
OG0007846	1	0	1	1	2	1	1	1	0	1	1	1	1	1	1	14
OG0007847	1	1	1	1	1	1	1	0	1	0	2	1	1	1	1	14
OG0007848	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007849	1	1	0	1	1	1	1	1	2	1	1	1	1	1	0	14
OG0007850	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007851	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007852	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	14
OG0007853	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	14
OG0007855	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007856	1	1	1	1	2	1	1	0	1	1	1	1	1	1	0	14
OG0007857	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	14
OG0007858	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	14
OG0007859	2	1	1	1	1	1	1	0	1	1	1	1	1	1	0	14
OG0007860	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0007861	1	2	1	1	1	1	0	1	1	0	1	1	1	1	1	14
OG0007862	1	2	1	1	1	0	1	0	1	1	1	1	1	0	2	14
OG0007863	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0007864	2	0	0	0	1	0	0	3	1	0	3	1	1	1	1	14
OG0007865	1	0	1	1	1	1	1	1	1	1	2	1	1	1	0	14
OG0007866	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007867	1	0	1	1	2	1	0	1	1	1	1	1	1	1	1	14
OG0007868	1	1	1	1	1	0	2	1	1	1	1	0	1	1	1	14
OG0007869	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007870	1	1	1	1	1	1	0	1	1	0	1	1	1	1	2	14
OG0007871	1	2	1	1	1	1	1	1	1	0	1	1	1	0	1	14
OG0007872	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	14
OG0007873	2	1	1	1	1	0	0	1	1	1	1	1	1	1	1	14
OG0007874	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007875	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	14
OG0007876	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	14
OG0007877	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	14
